id,name,team_id,competition_id,position,photo_url,overall,pos1,pos2,pos3
328,Gabriel Bontempo,130,12,Midfielder,https://media.api-sports.io/football/players/506275.png,-1,,,
329,Gabriel Menino,130,12,Midfielder,https://media.api-sports.io/football/players/195111.png,-1,,,
330,Gustavo Henrique Pereira,130,12,Midfielder,https://media.api-sports.io/football/players/506480.png,-1,,,
331,João Schmidt,130,12,Midfielder,https://media.api-sports.io/football/players/32901.png,-1,,,
332,Mateus Xavier,130,12,Attacker,https://media.api-sports.io/football/players/474261.png,-1,,,
333,M. Terceros,130,12,Midfielder,https://media.api-sports.io/football/players/345756.png,-1,,,
334,C. Oliva,130,12,Midfielder,https://media.api-sports.io/football/players/30568.png,-1,,,
335,Pedro Assis,130,12,Midfielder,https://media.api-sports.io/football/players/631334.png,-1,,,
336,P. Fermino,130,12,Midfielder,https://media.api-sports.io/football/players/632455.png,-1,,,
337,T. Rincón,130,12,Midfielder,https://media.api-sports.io/football/players/2452.png,-1,,,
338,Nikita Solodchenko,130,12,Attacker,https://media.api-sports.io/football/players/197500.png,-1,,,
339,Thaciano,130,12,Midfielder,https://media.api-sports.io/football/players/10492.png,-1,,,
340,Willian Arão,130,12,Midfielder,https://media.api-sports.io/football/players/10173.png,-1,,,
341,Zé Rafael,130,12,Midfielder,https://media.api-sports.io/football/players/9932.png,-1,,,
342,Á. Barreal,130,12,Midfielder,https://media.api-sports.io/football/players/6052.png,-1,,,
343,L. Díaz,130,12,Attacker,https://media.api-sports.io/football/players/64172.png,-1,,,
344,Fernando Tank,130,12,Attacker,https://media.api-sports.io/football/players/570405.png,-1,,,
345,Gabriel Barbosa,130,12,Attacker,https://media.api-sports.io/football/players/10174.png,-1,,,
346,Moisés,130,12,Attacker,https://media.api-sports.io/football/players/153454.png,-1,,,
347,Nadson,130,12,Attacker,https://media.api-sports.io/football/players/609501.png,-1,,,
348,Neymar,130,12,Midfielder,https://media.api-sports.io/football/players/276.png,-1,,,
349,B. Rollheiser,130,12,Attacker,https://media.api-sports.io/football/players/119485.png,-1,,,
350,Rony,130,12,Attacker,https://media.api-sports.io/football/players/10143.png,-1,,,
351,Gabriel Grando,186,12,Goalkeeper,https://media.api-sports.io/football/players/309634.png,-1,,,
352,G. Menegon,186,12,Goalkeeper,https://media.api-sports.io/football/players/635023.png,-1,,,
353,Thiago Beltrame,186,12,Goalkeeper,https://media.api-sports.io/football/players/454135.png,-1,,,
354,Weverton,186,12,Goalkeeper,https://media.api-sports.io/football/players/2410.png,-1,,,
355,Caio Paulista,186,12,Defender,https://media.api-sports.io/football/players/10527.png,-1,,,
356,F. Balbuena,186,12,Defender,https://media.api-sports.io/football/players/2500.png,-1,,,
357,Gustavo Martins,186,12,Defender,https://media.api-sports.io/football/players/304867.png,-1,,,
358,João Pedro,186,12,Defender,https://media.api-sports.io/football/players/374.png,-1,,,
359,Luis Eduardo,186,12,Defender,https://media.api-sports.io/football/players/510552.png,-1,,,
360,Marcos Rocha,186,12,Defender,https://media.api-sports.io/football/players/9916.png,-1,,,
361,Marlon,186,12,Defender,https://media.api-sports.io/football/players/10309.png,-1,,,
362,Pedro Gabriel,186,12,Defender,https://media.api-sports.io/football/players/647516.png,-1,,,
363,V. Ramon,186,12,Defender,https://media.api-sports.io/football/players/607376.png,-1,,,
364,Viery,186,12,Defender,https://media.api-sports.io/football/players/424277.png,-1,,,
365,Wagner Leonardo,186,12,Defender,https://media.api-sports.io/football/players/9993.png,-1,,,
366,W. Kannemann,186,12,Defender,https://media.api-sports.io/football/players/2466.png,-1,,,
367,Arthur,186,12,Midfielder,https://media.api-sports.io/football/players/150.png,-1,,,
368,Bernardo Zortea,186,12,Midfielder,https://media.api-sports.io/football/players/510554.png,-1,,,
369,Dodi,186,12,Midfielder,https://media.api-sports.io/football/players/10314.png,-1,,,
370,Riquelme Freitas,186,12,Midfielder,https://media.api-sports.io/football/players/457508.png,-1,,,
371,Jefinho,186,12,Midfielder,https://media.api-sports.io/football/players/634340.png,-1,,,
372,M. Monsalve,186,12,Midfielder,https://media.api-sports.io/football/players/277771.png,-1,,,
373,J. Nardoni,186,12,Midfielder,https://media.api-sports.io/football/players/129882.png,-1,,,
374,E. Noriega,186,12,Midfielder,https://media.api-sports.io/football/players/199141.png,-1,,,
375,Tiago,186,12,Midfielder,https://media.api-sports.io/football/players/502998.png,-1,,,
376,F. Amuzu,186,12,Midfielder,https://media.api-sports.io/football/players/1431.png,-1,,,
377,André Henrique,186,12,Attacker,https://media.api-sports.io/football/players/237847.png,-1,,,
378,M. Braithwaite,186,12,Attacker,https://media.api-sports.io/football/players/2737.png,-1,,,
379,Carlos Vinícius,186,12,Attacker,https://media.api-sports.io/football/players/104.png,-1,,,
380,J. Enamorado,186,12,Midfielder,https://media.api-sports.io/football/players/13616.png,-1,,,
381,Gabriel Mec,186,12,Midfielder,https://media.api-sports.io/football/players/507527.png,-1,,,
382,C. Pavón,186,12,Defender,https://media.api-sports.io/football/players/5981.png,-1,,,
383,L. Pérez,186,12,Midfielder,https://media.api-sports.io/football/players/408342.png,-1,,,
384,Roger,186,12,Attacker,https://media.api-sports.io/football/players/576652.png,-1,,,
385,Tetê,186,12,Attacker,https://media.api-sports.io/football/players/691.png,-1,,,
386,Willian,186,12,Attacker,https://media.api-sports.io/football/players/2294.png,-1,,,
387,Felipe Longo,119,12,Goalkeeper,https://media.api-sports.io/football/players/415084.png,-1,,,
388,Hugo Souza,119,12,Goalkeeper,https://media.api-sports.io/football/players/123759.png,-1,,,
389,Kauê Camargo,119,12,Goalkeeper,https://media.api-sports.io/football/players/415083.png,-1,,,
390,Matheus Donelli,119,12,Goalkeeper,https://media.api-sports.io/football/players/195499.png,-1,,,
391,André Ramalho,119,12,Defender,https://media.api-sports.io/football/players/1085.png,-1,,,
392,F. Angileri,119,12,Defender,https://media.api-sports.io/football/players/5987.png,-1,,,
393,Gabriel Paulista,119,12,Defender,https://media.api-sports.io/football/players/915.png,-1,,,
394,Gustavo Henrique,119,12,Defender,https://media.api-sports.io/football/players/9992.png,-1,,,
395,Hugo,119,12,Defender,https://media.api-sports.io/football/players/54093.png,-1,,,
396,João Pedro,119,12,Defender,https://media.api-sports.io/football/players/415085.png,-1,,,
397,Joao Vitor,119,12,Defender,https://media.api-sports.io/football/players/544700.png,-1,,,
398,I. Machado,119,12,Defender,https://media.api-sports.io/football/players/570402.png,-1,,,
399,Matheus Bidu,119,12,Defender,https://media.api-sports.io/football/players/9742.png,-1,,,
400,Matheuzinho,119,12,Defender,https://media.api-sports.io/football/players/10161.png,-1,,,
401,P. Milans,119,12,Defender,https://media.api-sports.io/football/players/182025.png,-1,,,
402,Allan,119,12,Midfielder,https://media.api-sports.io/football/players/10319.png,-1,,,
403,G. Amorim,119,12,Midfielder,https://media.api-sports.io/football/players/609468.png,-1,,,
404,Andre,119,12,Midfielder,https://media.api-sports.io/football/players/544679.png,-1,,,
405,Luiz Gustavo,119,12,Midfielder,https://media.api-sports.io/football/players/414353.png,-1,,,
406,Breno,119,12,Midfielder,https://media.api-sports.io/football/players/363693.png,-1,,,
407,Charles,119,12,Midfielder,https://media.api-sports.io/football/players/9577.png,-1,,,
408,R. Garro,119,12,Midfielder,https://media.api-sports.io/football/players/5794.png,-1,,,
409,Z. Labyad,119,12,Attacker,https://media.api-sports.io/football/players/543.png,-1,,,
410,J. Lingard,119,12,Midfielder,https://media.api-sports.io/football/players/900.png,-1,,,
411,Matheus Pereira,119,12,Midfielder,https://media.api-sports.io/football/players/871.png,-1,,,
412,Raniele,119,12,Midfielder,https://media.api-sports.io/football/players/160436.png,-1,,,
413,A. Carrillo,119,12,Midfielder,https://media.api-sports.io/football/players/2426.png,-1,,,
414,M. Depay,119,12,Attacker,https://media.api-sports.io/football/players/667.png,-1,,,
415,Dieguinho,119,12,Midfielder,https://media.api-sports.io/football/players/463975.png,-1,,,
416,Guilherme Inácio,119,12,Attacker,https://media.api-sports.io/football/players/463979.png,-1,,,
417,Kaio César,119,12,Attacker,https://media.api-sports.io/football/players/380435.png,-1,,,
418,Kayke,119,12,Midfielder,https://media.api-sports.io/football/players/415090.png,-1,,,
419,Pedro Raul,119,12,Attacker,https://media.api-sports.io/football/players/9329.png,-1,,,
420,Vitinho,119,12,Attacker,https://media.api-sports.io/football/players/10177.png,-1,,,
421,Yuri Alberto,119,12,Attacker,https://media.api-sports.io/football/players/10007.png,-1,,,
422,Anderson,271,12,Goalkeeper,https://media.api-sports.io/football/players/80173.png,-1,,,
423,Kainã,271,12,Goalkeeper,https://media.api-sports.io/football/players/402675.png,-1,,,
424,Matheus Aurélio,271,12,Goalkeeper,https://media.api-sports.io/football/players/119847.png,-1,,,
425,Rafael Santos,271,12,Goalkeeper,https://media.api-sports.io/football/players/9589.png,-1,,,
426,Wellington,271,12,Goalkeeper,https://media.api-sports.io/football/players/632422.png,-1,,,
427,Bruno Leonardo,271,12,Defender,https://media.api-sports.io/football/players/207758.png,-1,,,
428,Bruno Pacheco,271,12,Midfielder,https://media.api-sports.io/football/players/10192.png,-1,,,
429,Carlos,271,12,Defender,https://media.api-sports.io/football/players/631574.png,-1,,,
430,Silva Da,271,12,Defender,https://media.api-sports.io/football/players/633456.png,-1,,,
431,Doma,271,12,Defender,https://media.api-sports.io/football/players/106467.png,-1,,,
432,Everton,271,12,Defender,https://media.api-sports.io/football/players/55185.png,-1,,,
433,I. Gnoatto,271,12,Defender,https://media.api-sports.io/football/players/650652.png,-1,,,
434,Gustavo Talles,271,12,Defender,https://media.api-sports.io/football/players/544977.png,-1,,,
435,João Paulo,271,12,Defender,https://media.api-sports.io/football/players/197064.png,-1,,,
436,Kauan,271,12,Defender,https://media.api-sports.io/football/players/545022.png,-1,,,
437,Mancha,271,12,Defender,https://media.api-sports.io/football/players/306254.png,-1,,,
438,Marcos Vinícius,271,12,Midfielder,https://media.api-sports.io/football/players/9629.png,-1,,,
439,Rafael Thyere,271,12,Defender,https://media.api-sports.io/football/players/9560.png,-1,,,
440,Victor Caetano,271,12,Defender,https://media.api-sports.io/football/players/9666.png,-1,,,
441,Eduardo Vinicius,271,12,Defender,https://media.api-sports.io/football/players/638546.png,-1,,,
442,Yago,271,12,Defender,https://media.api-sports.io/football/players/655911.png,-1,,,
443,Kaue Arno,271,12,Midfielder,https://media.api-sports.io/football/players/632420.png,-1,,,
444,Camilo,271,12,Midfielder,https://media.api-sports.io/football/players/63998.png,-1,,,
445,W. Clar,271,12,Defender,https://media.api-sports.io/football/players/70793.png,-1,,,
446,David Antunes,271,12,Midfielder,https://media.api-sports.io/football/players/544990.png,-1,,,
447,Giovanni Augusto,271,12,Midfielder,https://media.api-sports.io/football/players/10356.png,-1,,,
448,K. Godoy,271,12,Midfielder,https://media.api-sports.io/football/players/650653.png,-1,,,
449,Higor Meritão,271,12,Midfielder,https://media.api-sports.io/football/players/9212.png,-1,,,
450,Jean Carlos,271,12,Attacker,https://media.api-sports.io/football/players/77799.png,-1,,,
451,João Vitor,271,12,Midfielder,https://media.api-sports.io/football/players/237669.png,-1,,,
452,Miguel,271,12,Midfielder,https://media.api-sports.io/football/players/632957.png,-1,,,
453,Rafael Carvalheira,271,12,Midfielder,https://media.api-sports.io/football/players/106495.png,-1,,,
454,Robert Santos,271,12,Midfielder,https://media.api-sports.io/football/players/455091.png,-1,,,
455,Rodrigo,271,12,Midfielder,https://media.api-sports.io/football/players/631034.png,-1,,,
456,Rubens,271,12,Midfielder,https://media.api-sports.io/football/players/408347.png,-1,,,
457,Thomás Bedinelli,271,12,Midfielder,https://media.api-sports.io/football/players/26991.png,-1,,,
458,Vinicius Balieiro,271,12,Midfielder,https://media.api-sports.io/football/players/278496.png,-1,,,
459,Wermeson,271,12,Midfielder,https://media.api-sports.io/football/players/631529.png,-1,,,
460,Bernardo,271,12,Attacker,https://media.api-sports.io/football/players/651842.png,-1,,,
461,Y. Bolasie,271,12,Attacker,https://media.api-sports.io/football/players/1432.png,-1,,,
462,Ênio,271,12,Midfielder,https://media.api-sports.io/football/players/197324.png,-1,,,
463,T. Ferreira,271,12,Attacker,https://media.api-sports.io/football/players/651301.png,-1,,,
464,Gleidson,271,12,Attacker,https://media.api-sports.io/football/players/634404.png,-1,,,
465,Italo,271,12,Midfielder,https://media.api-sports.io/football/players/410229.png,-1,,,
466,Joao Henrique,271,12,Attacker,https://media.api-sports.io/football/players/614597.png,-1,,,
467,Luizao,271,12,Attacker,https://media.api-sports.io/football/players/631962.png,-1,,,
468,Marcinho,271,12,Attacker,https://media.api-sports.io/football/players/10363.png,-1,,,
469,Garcez,271,12,Attacker,https://media.api-sports.io/football/players/201201.png,-1,,,
470,M. Milani,271,12,Attacker,https://media.api-sports.io/football/players/632935.png,-1,,,
471,Neto Pessoa,271,12,Attacker,https://media.api-sports.io/football/players/54102.png,-1,,,
472,K. Ramírez,271,12,Attacker,https://media.api-sports.io/football/players/51589.png,-1,,,
473,Daniel Fuzato,141,12,Goalkeeper,https://media.api-sports.io/football/players/763.png,-1,,,
474,Léo Jardim,141,12,Goalkeeper,https://media.api-sports.io/football/players/41169.png,-1,,,
475,Pablo,141,12,Goalkeeper,https://media.api-sports.io/football/players/454136.png,-1,,,
476,Alison,141,12,Defender,https://media.api-sports.io/football/players/505138.png,-1,,,
477,Bruno Andre,141,12,Defender,https://media.api-sports.io/football/players/588652.png,-1,,,
478,Breno Vereza,141,12,Defender,https://media.api-sports.io/football/players/516810.png,-1,,,
479,C. Cuesta,141,12,Defender,https://media.api-sports.io/football/players/13283.png,-1,,,
480,Cuiabano,141,12,Defender,https://media.api-sports.io/football/players/353034.png,-1,,,
481,Lucas Freitas,141,12,Defender,https://media.api-sports.io/football/players/286962.png,-1,,,
482,Lucas Piton,141,12,Defender,https://media.api-sports.io/football/players/10234.png,-1,,,
483,Paulo Henrique,141,12,Defender,https://media.api-sports.io/football/players/133910.png,-1,,,
484,Avellar,141,12,Defender,https://media.api-sports.io/football/players/505408.png,-1,,,
485,Robert Renan,141,12,Defender,https://media.api-sports.io/football/players/359372.png,-1,,,
486,J. Rodríguez,141,12,Defender,https://media.api-sports.io/football/players/51426.png,-1,,,
487,A. Saldivia,141,12,Defender,https://media.api-sports.io/football/players/310774.png,-1,,,
488,Walace,141,12,Defender,https://media.api-sports.io/football/players/505139.png,-1,,,
489,Cauan Barros,141,12,Midfielder,https://media.api-sports.io/football/players/404753.png,-1,,,
490,Guimaraes Gustavo,141,12,Midfielder,https://media.api-sports.io/football/players/615186.png,-1,,,
491,Hugo Moura,141,12,Midfielder,https://media.api-sports.io/football/players/10170.png,-1,,,
492,JP,141,12,Midfielder,https://media.api-sports.io/football/players/454138.png,-1,,,
493,Lukas Zuccarello,141,12,Midfielder,https://media.api-sports.io/football/players/454458.png,-1,,,
494,Mateus Cocão,141,12,Midfielder,https://media.api-sports.io/football/players/280739.png,-1,,,
495,Matheus França,141,12,Attacker,https://media.api-sports.io/football/players/311157.png,-1,,,
496,Ramon Rique,141,12,Midfielder,https://media.api-sports.io/football/players/614200.png,-1,,,
497,J. Rojas,141,12,Midfielder,https://media.api-sports.io/football/players/351920.png,-1,,,
498,Samuel,141,12,Midfielder,https://media.api-sports.io/football/players/606272.png,-1,,,
499,Tchê Tchê,141,12,Midfielder,https://media.api-sports.io/football/players/9958.png,-1,,,
500,Thiago Mendes,141,12,Midfielder,https://media.api-sports.io/football/players/22232.png,-1,,,
501,Adson,141,12,Attacker,https://media.api-sports.io/football/players/306261.png,-1,,,
502,Andrey,141,12,Attacker,https://media.api-sports.io/football/players/505407.png,-1,,,
503,Brenner,141,12,Attacker,https://media.api-sports.io/football/players/9975.png,-1,,,
504,V. Joao,141,12,Attacker,https://media.api-sports.io/football/players/609598.png,-1,,,
505,David,141,12,Attacker,https://media.api-sports.io/football/players/10105.png,-1,,,
506,A. Gómez,141,12,Midfielder,https://media.api-sports.io/football/players/345748.png,-1,,,
507,M. Hinestroza,141,12,Attacker,https://media.api-sports.io/football/players/64134.png,-1,,,
508,Joao Vitor,141,12,Attacker,https://media.api-sports.io/football/players/607352.png,-1,,,
509,D. Minete,141,12,Attacker,https://media.api-sports.io/football/players/544704.png,-1,,,
510,Nuno Moreira,141,12,Midfielder,https://media.api-sports.io/football/players/163260.png,-1,,,
511,C. Spinelli,141,12,Attacker,https://media.api-sports.io/football/players/6735.png,-1,,,
512,Carlos Eduardo,224,12,Goalkeeper,https://media.api-sports.io/football/players/545007.png,-1,,,
513,Mateus Soares,224,12,Goalkeeper,https://media.api-sports.io/football/players/545010.png,-1,,,
514,Mycael,224,12,Goalkeeper,https://media.api-sports.io/football/players/321646.png,-1,,,
515,Santos,224,12,Goalkeeper,https://media.api-sports.io/football/players/10112.png,-1,,,
516,J. Aguirre,224,12,Defender,https://media.api-sports.io/football/players/36258.png,-1,,,
517,Arthur Dias,224,12,Defender,https://media.api-sports.io/football/players/457420.png,-1,,,
518,G. Benavídez,224,12,Defender,https://media.api-sports.io/football/players/58577.png,-1,,,
519,Claudinho,224,12,Defender,https://media.api-sports.io/football/players/630991.png,-1,,,
520,L. Esquivel,224,12,Midfielder,https://media.api-sports.io/football/players/288704.png,-1,,,
521,Gilberto Junior,224,12,Defender,https://media.api-sports.io/football/players/544703.png,-1,,,
522,Veiga Gustavo,224,12,Defender,https://media.api-sports.io/football/players/630993.png,-1,,,
523,Léo,224,12,Defender,https://media.api-sports.io/football/players/9951.png,-1,,,
524,Leo Derik,224,12,Defender,https://media.api-sports.io/football/players/544957.png,-1,,,
525,Marcos Maia,224,12,Defender,https://media.api-sports.io/football/players/545019.png,75,,,
526,C. Terán,224,12,Defender,https://media.api-sports.io/football/players/13493.png,72,,,
527,Daniel Aguilar,224,12,Midfielder,https://media.api-sports.io/football/players/636980.png,74,,,
528,Murilo Almeida,224,12,Midfielder,https://media.api-sports.io/football/players/630996.png,76,,,
529,Benjamin Brito,224,12,Midfielder,https://media.api-sports.io/football/players/635901.png,73,,,
530,Bruninho,224,12,Midfielder,https://media.api-sports.io/football/players/570392.png,80,,,
531,Chiqueti,224,12,Midfielder,https://media.api-sports.io/football/players/630997.png,78,,,
532,Diogo Riquelme,224,12,Midfielder,https://media.api-sports.io/football/players/457593.png,85,,,
533,Dudu,224,12,Attacker,https://media.api-sports.io/football/players/414399.png,82,,,
534,Felipinho,224,12,Defender,https://media.api-sports.io/football/players/140507.png,79,,,
535,A. García,224,12,Midfielder,https://media.api-sports.io/football/players/13669.png,70,,,
536,Back Guilherme,224,12,Midfielder,https://media.api-sports.io/football/players/630998.png,71,,,
537,Jádson,224,12,Midfielder,https://media.api-sports.io/football/players/10091.png,77,,,
538,Joao Cruz,224,12,Midfielder,https://media.api-sports.io/football/players/544942.png,74,,,
539,Luiz Gustavo,224,12,Midfielder,https://media.api-sports.io/football/players/1909.png,75,,,
540,Lucas Marezi,224,12,Midfielder,https://media.api-sports.io/football/players/631000.png,78,,,
541,J. Portilla,224,12,Midfielder,https://media.api-sports.io/football/players/13151.png,72,,,
542,Kauan Stabelini,224,12,Midfielder,https://media.api-sports.io/football/players/631001.png,79,,,
543,B. Zapelli,224,12,Midfielder,https://media.api-sports.io/football/players/152931.png,86,,,
544,Isaac,224,12,Attacker,https://media.api-sports.io/football/players/544932.png,81,,,
545,Julimar,224,12,Attacker,https://media.api-sports.io/football/players/9661.png,76,,,
546,Kayke Santos,224,12,Attacker,https://media.api-sports.io/football/players/472802.png,73,,,
547,Leozinho,224,12,Attacker,https://media.api-sports.io/football/players/408145.png,79,,,
548,Amorim Lucas,224,12,Attacker,https://media.api-sports.io/football/players/631973.png,70,,,
549,S. Mendoza,224,12,Attacker,https://media.api-sports.io/football/players/21394.png,72,,,
550,Renan Peixoto,224,12,Attacker,https://media.api-sports.io/football/players/544933.png,75,,,
551,Renan Viana,224,12,Attacker,https://media.api-sports.io/football/players/311289.png,74,,,
552,Sorriso,224,12,Attacker,https://media.api-sports.io/football/players/631004.png,83,,,
553,Vitinho,224,12,Attacker,https://media.api-sports.io/football/players/545020.png,85,,,
554,K. Viveros,224,12,Attacker,https://media.api-sports.io/football/players/13198.png,71,,,
555,Cássio,120,12,Goalkeeper,https://media.api-sports.io/football/players/10229.png,-1,,,
556,Eraclito Marcelo,120,12,Goalkeeper,https://media.api-sports.io/football/players/631005.png,-1,,,
557,Matheus Cunha,120,12,Goalkeeper,https://media.api-sports.io/football/players/306210.png,-1,,,
558,Otávio Eleodoro Rezende Costa,120,12,Goalkeeper,https://media.api-sports.io/football/players/360306.png,-1,,,
559,Felipe Teixeira,120,12,Goalkeeper,https://media.api-sports.io/football/players/634329.png,-1,,,
560,Bruno Alves,120,12,Defender,https://media.api-sports.io/football/players/465175.png,-1,,,
561,Fabrício Bruno,120,12,Defender,https://media.api-sports.io/football/players/10089.png,-1,,,
562,Fágner,120,12,Defender,https://media.api-sports.io/football/players/2411.png,-1,,,
563,José,120,12,Defender,https://media.api-sports.io/football/players/409849.png,-1,,,
564,João Marcelo,120,12,Defender,https://media.api-sports.io/football/players/54866.png,-1,,,
565,Jonathan,120,12,Defender,https://media.api-sports.io/football/players/422150.png,-1,,,
566,Kaiki,120,12,Defender,https://media.api-sports.io/football/players/309792.png,-1,,,
567,Kaiquy,120,12,Defender,https://media.api-sports.io/football/players/631009.png,-1,,,
568,Kauã Moraes,120,12,Defender,https://media.api-sports.io/football/players/522246.png,-1,,,
569,Kauã Prates,120,12,Defender,https://media.api-sports.io/football/players/507692.png,-1,,,
570,L. Villalba,120,12,Defender,https://media.api-sports.io/football/players/6268.png,-1,,,
571,William,120,12,Defender,https://media.api-sports.io/football/players/631010.png,-1,,,
573,Nicolas Pontes,120,12,Defender,https://media.api-sports.io/football/players/465171.png,-1,,,
574,Christian,120,12,Midfielder,https://media.api-sports.io/football/players/67204.png,-1,,,
575,Gerson,120,12,Midfielder,https://media.api-sports.io/football/players/30408.png,-1,,,
576,Japa,120,12,Midfielder,https://media.api-sports.io/football/players/405353.png,-1,,,
577,Lucas Silva,120,12,Midfielder,https://media.api-sports.io/football/players/10102.png,-1,,,
578,Matheus Henrique,120,12,Midfielder,https://media.api-sports.io/football/players/10494.png,-1,,,
579,Matheus Pereira,120,12,Midfielder,https://media.api-sports.io/football/players/25618.png,-1,,,
580,Murilo Rhikman,120,12,Midfielder,https://media.api-sports.io/football/players/465169.png,-1,,,
581,Rhuan Gabriel,120,12,Midfielder,https://media.api-sports.io/football/players/554485.png,-1,,,
582,L. Romero,120,12,Midfielder,https://media.api-sports.io/football/players/10100.png,-1,,,
583,Walace,120,12,Midfielder,https://media.api-sports.io/football/players/25387.png,-1,,,
584,K. Arroyo,120,12,Midfielder,https://media.api-sports.io/football/players/414405.png,-1,,,
585,Bruno Rodrigues,120,12,Attacker,https://media.api-sports.io/football/players/9445.png,-1,,,
586,Francisco da Costa,120,12,Attacker,https://media.api-sports.io/football/players/36312.png,-1,,,
587,Kaio Jorge,120,12,Attacker,https://media.api-sports.io/football/players/10008.png,-1,,,
588,Kenji,120,12,Attacker,https://media.api-sports.io/football/players/465165.png,-1,,,
589,R. Lelis,120,12,Attacker,https://media.api-sports.io/football/players/610497.png,-1,,,
590,L. Sinisterra,120,12,Attacker,https://media.api-sports.io/football/players/37161.png,-1,,,
591,N. Villareal,120,12,Midfielder,https://media.api-sports.io/football/players/439566.png,-1,,,
592,Wanderson,120,12,Attacker,https://media.api-sports.io/football/players/2083.png,-1,,,
593,Bernardo Rocha,188,12,Goalkeeper,https://media.api-sports.io/football/players/634324.png,74,,,
594,Gabriel Vasconcelos,188,12,Goalkeeper,https://media.api-sports.io/football/players/31384.png,77,,,
595,Lucas Arcanjo,188,12,Goalkeeper,https://media.api-sports.io/football/players/9510.png,80,,,
596,E. Oliveira Reis,188,12,Goalkeeper,https://media.api-sports.io/football/players/635197.png,73,,,
597,Yuri Sena,188,12,Goalkeeper,https://media.api-sports.io/football/players/197356.png,79,,,
598,Cacá,188,12,Defender,https://media.api-sports.io/football/players/10085.png,82,,,
599,Camutanga,188,12,Defender,https://media.api-sports.io/football/players/54692.png,76,,,
600,Edu,188,12,Defender,https://media.api-sports.io/football/players/136124.png,78,,,
601,Guilherme Inacio,188,12,Defender,https://media.api-sports.io/football/players/633432.png,75,,,
602,Ivan,188,12,Defender,https://media.api-sports.io/football/players/634323.png,-1,,,
603,Jamerson,188,12,Defender,https://media.api-sports.io/football/players/41357.png,-1,,,
604,Joao Marques,188,12,Defender,https://media.api-sports.io/football/players/633124.png,-1,,,
605,Kauan,188,12,Defender,https://media.api-sports.io/football/players/507322.png,-1,,,
606,Kauan Vitor,188,12,Defender,https://media.api-sports.io/football/players/515580.png,-1,,,
607,Kevin,188,12,Defender,https://media.api-sports.io/football/players/633125.png,-1,,,
608,Luan Cândido,188,12,Defender,https://media.api-sports.io/football/players/9906.png,-1,,,
609,Mateusinho,188,12,Defender,https://media.api-sports.io/football/players/308148.png,-1,,,
610,Nathan,188,12,Defender,https://media.api-sports.io/football/players/311518.png,-1,,,
611,Neris,188,12,Defender,https://media.api-sports.io/football/players/41299.png,-1,,,
612,Ramon,188,12,Defender,https://media.api-sports.io/football/players/67944.png,-1,,,
613,Riccieli,188,12,Defender,https://media.api-sports.io/football/players/127621.png,-1,,,
614,Wanderson,188,12,Defender,https://media.api-sports.io/football/players/651675.png,-1,,,
615,Gean,188,12,Defender,https://media.api-sports.io/football/players/515578.png,-1,,,
616,A. Almaraz,188,12,Midfielder,https://media.api-sports.io/football/players/566354.png,-1,,,
617,Gabriel Baralhas,188,12,Midfielder,https://media.api-sports.io/football/players/9460.png,-1,,,
618,Caíque,188,12,Midfielder,https://media.api-sports.io/football/players/159653.png,-1,,,
619,Aitor Cantalapiedra,188,12,Attacker,https://media.api-sports.io/football/players/36848.png,-1,,,
620,Dudu,188,12,Midfielder,https://media.api-sports.io/football/players/156942.png,-1,,,
621,Edenilson,188,12,Midfielder,https://media.api-sports.io/football/players/456004.png,-1,,,
622,E. Martínez,188,12,Midfielder,https://media.api-sports.io/football/players/16637.png,-1,,,
623,Italo Machado,188,12,Midfielder,https://media.api-sports.io/football/players/633433.png,-1,,,
624,D. Capewell,188,12,Midfielder,https://media.api-sports.io/football/players/153837.png,-1,,,
625,Luis Aucélio,188,12,Midfielder,https://media.api-sports.io/football/players/464018.png,-1,,,
626,Matheuzinho,188,12,Attacker,https://media.api-sports.io/football/players/114436.png,-1,,,
627,Pablo,188,12,Midfielder,https://media.api-sports.io/football/players/404404.png,-1,,,
628,Ronald,188,12,Midfielder,https://media.api-sports.io/football/players/64363.png,-1,,,
629,N. Talero,188,12,Midfielder,https://media.api-sports.io/football/players/638335.png,-1,,,
630,José Breno,188,12,Midfielder,https://media.api-sports.io/football/players/457041.png,-1,,,
631,Zé Vitor,188,12,Midfielder,https://media.api-sports.io/football/players/288230.png,-1,,,
632,Pedro Henrique,188,12,Attacker,https://media.api-sports.io/football/players/41580.png,-1,,,
633,Anderson,188,12,Attacker,https://media.api-sports.io/football/players/633443.png,-1,,,
634,Marcos Cabrobo,188,12,Attacker,https://media.api-sports.io/football/players/639902.png,-1,,,
635,Erick,188,12,Attacker,https://media.api-sports.io/football/players/9549.png,-1,,,
636,Fabrício,188,12,Attacker,https://media.api-sports.io/football/players/9823.png,-1,,,
637,K. Saverio,188,12,Attacker,https://media.api-sports.io/football/players/163436.png,-1,,,
638,R. López,188,12,Attacker,https://media.api-sports.io/football/players/11490.png,-1,,,
639,Lucas Silva,188,12,Attacker,https://media.api-sports.io/football/players/41134.png,-1,,,
640,Marinho,188,12,Attacker,https://media.api-sports.io/football/players/10506.png,-1,,,
641,Emanoel,188,12,Attacker,https://media.api-sports.io/football/players/515579.png,-1,,,
642,Osvaldo,188,12,Attacker,https://media.api-sports.io/football/players/10434.png,-1,,,
